date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction
1985/1/30 1:00,,,,,,0,,,,,
1985/1/30 2:00,,,,,,0,,,,,
1985/1/30 3:00,0+,,,,0.9,0,,,,2.1,ìÏ
1985/1/30 4:00,,,,,,0,,,,,
1985/1/30 5:00,,,,,,0,,,,,
1985/1/30 6:00,0+,,,,-0.3,0,,,,3.1,ñkñkêº
1985/1/30 7:00,,,,,,0,,,,,
1985/1/30 8:00,,,,,,0,,,,,
1985/1/30 9:00,0,,,,-0.8,0,,,,7.6,ñkñkêº
1985/1/30 10:00,,,,,,0,,,,,
1985/1/30 11:00,,,,,,0,,,,,
1985/1/30 12:00,2,,,,3.5,0,,,,5.7,ñk
1985/1/30 13:00,,,,,,0,,,,,
1985/1/30 14:00,,,,,,0,,,,,
1985/1/30 15:00,2,,,,3.1,0,,,,8,ñkñkêº
1985/1/30 16:00,,,,,,0,,,,,
1985/1/30 17:00,,,,,,0,,,,,
1985/1/30 18:00,1,,,,1.4,0,,,,5.4,ñkñkêº
1985/1/30 19:00,,,,,,0,,,,,
1985/1/30 20:00,,,,,,0,,,,,
1985/1/30 21:00,0,,,,0.1,0,,,,3.8,ñkñkêº
1985/1/30 22:00,,,,,,0,,,,,
1985/1/30 23:00,,,,,,0,,,,,
1985/1/31 0:00,0,,,,-0.4,0,,,,3.7,êº
1986/1/30 1:00,,,,,,0,,,,,
1986/1/30 2:00,,,,,,0,,,,,
1986/1/30 3:00,10-,,,,1.3,0,,,,3.7,ñkñkêº
1986/1/30 4:00,,,,,,0,,,,,
1986/1/30 5:00,,,,,,0,,,,,
1986/1/30 6:00,10-,,,,1.8,0,,,,3.4,ñkñkêº
1986/1/30 7:00,,,,,,0,,,,,
1986/1/30 8:00,,,,,,0,,,,,
1986/1/30 9:00,10-,,,,2.3,0,,,,4.6,ñkñkêº
1986/1/30 10:00,,,,,,0,,,,,
1986/1/30 11:00,,,,,,0,,,,,
1986/1/30 12:00,9,,,,5.7,0,,,,2.1,ñk
1986/1/30 13:00,,,,,,0,,,,,
1986/1/30 14:00,,,,,,0,,,,,
1986/1/30 15:00,10-,,,,6.9,0,,,,2.2,ñkìå
1986/1/30 16:00,,,,,,0,,,,,
1986/1/30 17:00,,,,,,0,,,,,
1986/1/30 18:00,10,,,,5.9,0,,,,3.6,ñk
1986/1/30 19:00,,,,,,0,,,,,
1986/1/30 20:00,,,,,,0,,,,,
1986/1/30 21:00,10-,,,,5.1,0,,,,1.8,ñkñkêº
1986/1/30 22:00,,,,,,0,,,,,
1986/1/30 23:00,,,,,,0,,,,,
