date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction
1985/1/19 1:00,,,,,,0,,,,,
1985/1/19 2:00,,,,,,0,,,,,
1985/1/19 3:00,8,,,,-0.2,0,,,,3.5,ñkñkêº
1985/1/19 4:00,,,,,,0,,,,,
1985/1/19 5:00,,,,,,0,,,,,
1985/1/19 6:00,9,,,,-0.2,0,,,,5.1,ñkñkêº
1985/1/19 7:00,,,,,,0,,,,,
1985/1/19 8:00,,,,,,0,,,,,
1985/1/19 9:00,3,,,,0.9,0,,,,5.4,ñkñkêº
1985/1/19 10:00,,,,,,0,,,,,
1985/1/19 11:00,,,,,,0,,,,,
1985/1/19 12:00,1,,,,4.5,0,,,,3,ñkìå
1985/1/19 13:00,,,,,,0,,,,,
1985/1/19 14:00,,,,,,0,,,,,
1985/1/19 15:00,1,,,,6.2,0,,,,3.5,ìå
1985/1/19 16:00,,,,,,0,,,,,
1985/1/19 17:00,,,,,,0,,,,,
1985/1/19 18:00,10-,,,,5.2,0,,,,3.9,ñkìå
1985/1/19 19:00,,,,,,0,,,,,
1985/1/19 20:00,,,,,,0,,,,,
1985/1/19 21:00,10-,,,,4.6,0,,,,1.9,ñkñkìå
1985/1/19 22:00,,,,,,0,,,,,
1985/1/19 23:00,,,,,,0,,,,,
1985/1/20 0:00,10,,,,4.3,0,,,,2.2,ñkñkêº
1986/1/19 1:00,,,,,,0,,,,,
1986/1/19 2:00,,,,,,0,,,,,
1986/1/19 3:00,0,,,,3.2,0,,,,7.2,ñkñkêº
1986/1/19 4:00,,,,,,0,,,,,
1986/1/19 5:00,,,,,,0,,,,,
1986/1/19 6:00,0,,,,2.5,0,,,,2.4,ñkñkìå
1986/1/19 7:00,,,,,,0,,,,,
1986/1/19 8:00,,,,,,0,,,,,
1986/1/19 9:00,0,,,,3.2,0,,,,1.1,ñkñkìå
1986/1/19 10:00,,,,,,0,,,,,
1986/1/19 11:00,,,,,,0,,,,,
1986/1/19 12:00,0,,,,6.7,0,,,,2.6,ìÏìÏìå
1986/1/19 13:00,,,,,,0,,,,,
1986/1/19 14:00,,,,,,0,,,,,
1986/1/19 15:00,0,,,,8,0,,,,1.9,ìåìÏìå
1986/1/19 16:00,,,,,,0,,,,,
1986/1/19 17:00,,,,,,0,,,,,
1986/1/19 18:00,1,,,,7,0,,,,2.1,ìåìÏìå
1986/1/19 19:00,,,,,,0,,,,,
1986/1/19 20:00,,,,,,0,,,,,
1986/1/19 21:00,0,,,,4.9,0,,,,3.1,ìåñkìå
1986/1/19 22:00,,,,,,0,,,,,
1986/1/19 23:00,,,,,,0,,,,,
1986/1/20 0:00,10-,,,,4.3,0,,,,2.6,ñkñkêº
1987/1/19 1:00,,,,,,0,,,,,
1987/1/19 2:00,,,,,,0,,,,,
1987/1/19 3:00,10-,,,,3.4,0,,,,1.3,ñkêº
1987/1/19 4:00,,,,,,0,,,,,
1987/1/19 5:00,,,,,,0,,,,,
1987/1/19 6:00,10-,,,,2,0,,,,3.6,ñkñkêº
1987/1/19 7:00,,,,,,0,,,,,
1987/1/19 8:00,,,,,,0,,,,,
1987/1/19 9:00,10-,,,,4.3,0,,,,3.4,ñkñkêº
1987/1/19 10:00,,,,,,0,,,,,
1987/1/19 11:00,,,,,,0,,,,,
1987/1/19 12:00,10-,,,,7.9,0,,,,2.5,ñk
1987/1/19 13:00,,,,,,0,,,,,
1987/1/19 14:00,,,,,,0,,,,,
